BWFP.AHU.AC01.ALARM
BWFP.AHU.AHU01.RETFLOW OFF TIMER
BWFP.AHU.AHU01.RETFLOW ON FLAG
BWFP.AHU.AHU01.RETFLOW ON SP
BWFP.AHU.AHU01.RETFLOW ON TIMER
BWFP.AHU.AHU01.Return Air Damper Position
BWFP.AHU.AHU01.Return Air Temp
BWFP.AHU.AHU01.RF.DISABLE
BWFP.AHU.AHU01.RF.Enable
BWFP.AHU.AHU01.RF.Proof
BWFP.AHU.AHU01.RF.Speed
BWFP.AHU.AHU01.RF.SPEEDO
BWFP.AHU.AHU01.RF.Start Stop
BWFP.AHU.AHU01.RF.STATUS
BWFP.AHU.AHU01.RF.VFD Frequency
BWFP.AHU.AHU01.RF.VFD Speed
BWFP.AHU.AHU01.RFVFD:CURRENT
BWFP.AHU.AHU01.RFVFD:DAY.NIGHT
BWFP.AHU.AHU01.RFVFD:DRIVE KWH
BWFP.AHU.AHU01.RFVFD:ENA.DIS ACT
BWFP.AHU.AHU01.RFVFD:HANDAUTO ACT
BWFP.AHU.AHU01.RFVFD:OK.FAULT
BWFP.AHU.AHU01.RFVFD:PCT OUTPUT
BWFP.AHU.AHU01.RFVFD:POWER
BWFP.AHU.AHU01.RFVFD:TORQUE
BWFP.AHU.AHU01.RMAVG.Zone Air Temp
BWFP.AHU.AHU01.Run Status
BWFP.AHU.AHU01.Run Status Sum
BWFP.AHU.AHU01.SAO
BWFP.AHU.AHU01.SF.Proof
BWFP.AHU.AHU01.SF.Speed
BWFP.AHU.AHU01.SF.SPEEDO
BWFP.AHU.AHU01.SF.Start Stop
BWFP.AHU.AHU01.SF.Status
BWFP.AHU.AHU01.SF.VFD Frequency
BWFP.AHU.AHU01.SF.VFD Speed
BWFP.AHU.AHU01.SFVFD:CURRENT
BWFP.AHU.AHU01.SFVFD:DAY.NIGHT
BWFP.AHU.AHU01.SFVFD:DRIVE KWH
BWFP.AHU.AHU01.SFVFD:ENA.DIS ACT
BWFP.AHU.AHU01.SFVFD:HANDAUTO ACT
BWFP.AHU.AHU01.SFVFD:OK.FAULT
BWFP.AHU.AHU01.SFVFD:PCT OUTPUT
BWFP.AHU.AHU01.SFVFD:POWER
BWFP.AHU.AHU01.SPO
BWFP.AHU.AHU01.SPS
BWFP.AHU.AHU01.SSO
BWFP.AHU.AHU01.SUPFLOW
BWFP.AHU.AHU01.SUPFLOWX
BWFP.AHU.AHU01.Supply Air Temp
BWFP.AHU.AHU01.Supply Air Temp Setpoint
BWFP.AHU.AHU01.Supply Static Pressure
BWFP.AHU.AHU01.Supply Static Pressure Setpoint
BWFP.AHU.AHU01.SYS
BWFP.AHU.AHU01.XAO
BWFP.CHW.1ST STAGE
BWFP.CHW.1ST TO 2ND FLAG
BWFP.CHW.1ST TO 2ND TIMER
BWFP.CHW.2ND STAGE
BWFP.CHW.2ND TO 1ST FLAG
BWFP.CHW.2ND TO 1ST TIMER
BWFP.CHW.2ND TO 3RD FLAG
BWFP.CHW.2ND TO 3RD TIMER
BWFP.CHW.2PUMPREQ
BWFP.CHW.3RD STAGE
BWFP.CHW.3RD TO 2ND FLAG
BWFP.CHW.3RD TO 2ND TIMER
BWFP.CHW.AHU01.Chilled Water Return Temp
BWFP.CHW.AHU01.Chilled Water Supply Temp
BWFP.CHW.AHU01.CHWSSTPT
BWFP.CHW.AHU01.End of Line Diff Pressure
BWFP.CHW.AHU01.End of Line Diff Pressure Setpoint
BWFP.CHW.BAVGFLOW
BWFP.CHW.BCHWDT
BWFP.CHW.BCHWSO
BWFP.CHW.BCHWUSAGE
BWFP.CHW.BRIDGE
BWFP.CHW.Bridge Level Bypass Flow
BWFP.CHW.BRIDGEO
BWFP.CHW.BTONS
BWFP.CHW.BTU1.TOTAL
BWFP.CHW.BTU1:DAY.NIGHT
BWFP.CHW.BTU1:DELTA TEMP
BWFP.CHW.BTU1:ENERGY RATE
BWFP.CHW.BTU1:OPRATINGMODE
BWFP.CHW.BTU1:RETURNTEMP
BWFP.CHW.BTU1:SUPPLYTEMP
BWFP.CHW.BTU1:VOLUME RATE
BWFP.CHW.Building Chilled Water Flow
BWFP.CHW.Building Chilled Water Return Temp
BWFP.CHW.Building Chilled Water Supply Temp
BWFP.CHW.Building Chilled Water Supply Temp Setpoint
BWFP.CHW.CCO CLOSED DISABLE
BWFP.CHW.CCO CLOSED FLAG
BWFP.CHW.CCO CLOSED TIMER
BWFP.CHW.CCO OPEN ENABLE
BWFP.CHW.CCO OPEN FLAG
BWFP.CHW.CCO OPEN TIMER
BWFP.CHW.CHW STG 1
BWFP.CHW.CHW STG 2
BWFP.CHW.ECONOMIZER
BWFP.CHW.ECONOMIZERO
BWFP.CHW.Enable
BWFP.CHW.EOLDPAVG
BWFP.CHW.EOLDPO
BWFP.CHW.EOLDPS
BWFP.CHW.ERR
BWFP.CHW.LAG1PUMP
BWFP.CHW.LEADPUMP
BWFP.CHW.LEADPUMPALARM
BWFP.CHW.MINFLOW
BWFP.CHW.MINFLOWSP
BWFP.CHW.Outside Air Temp
BWFP.CHW.OVERRIDE
BWFP.CHW.PUMP1.Speed
BWFP.CHW.PUMP1.SPEEDO
BWFP.CHW.PUMP1.Start Stop
BWFP.CHW.PUMP1.STATUS
BWFP.CHW.PUMP1.VFD Frequency
BWFP.CHW.PUMP1.VFD:CURRENT
BWFP.CHW.PUMP1.VFD:DRIVE KWH
BWFP.CHW.PUMP1.VFD:HANDAUTO ACT
BWFP.CHW.PUMP1.VFD:OK.FAULT
BWFP.CHW.PUMP1.VFD:PCT OUTPUT
BWFP.CHW.PUMP1.VFD:POWER
BWFP.CHW.PUMP1.VFD:SPEED
BWFP.CHW.PUMP1ALARM
BWFP.CHW.PUMP2.Speed
BWFP.CHW.PUMP2.SPEEDO
BWFP.CHW.PUMP2.Start Stop
BWFP.CHW.PUMP2.STATUS
BWFP.CHW.PUMP2.VFD Frequency
BWFP.CHW.PUMP2.VFD:CURRENT
BWFP.CHW.PUMP2.VFD:DRIVE KWH
BWFP.CHW.PUMP2.VFD:ENA.DIS ACT
BWFP.CHW.PUMP2.VFD:HANDAUTO ACT
BWFP.CHW.PUMP2.VFD:OK.FAULT
BWFP.CHW.PUMP2.VFD:PCT OUTPUT
BWFP.CHW.PUMP2.VFD:POWER
BWFP.CHW.PUMP2.VFD:SPEED
BWFP.CHW.PUMP2ALARM
BWFP.CHW.PUMPENABLE
BWFP.CHW.PUMPSEQUENCE
BWFP.CHW.PUMPWRLS
BWFP.CHW.RM1201.Chilled Water Return Temp
BWFP.CHW.RM1201.Chilled Water Supply Temp
BWFP.CHW.RM1201.End of Line Diff Pressure
BWFP.CW.BYPASS
BWFP.CW.BYPASSMODE
BWFP.CW.BYPASSO
BWFP.CW.CWO
BWFP.CW.CWP1.Start Stop
BWFP.CW.CWP1.STATUS
BWFP.CW.CWP2.Start Stop
BWFP.CW.CWP2.STATUS
BWFP.CW.CWR
BWFP.CW.CWS
BWFP.CW.CWSP
BWFP.CW.CWSSTPT
BWFP.CW.DIFF TEMP
BWFP.CW.FC1.CWS
BWFP.CW.FC1.PUMP
BWFP.CW.FC1.PUMP.STATUS
BWFP.CW.FC1.Speed
BWFP.CW.FC1.SPEEDO
BWFP.CW.FC1.Start Stop
BWFP.CW.FC1.STATUS
BWFP.CW.PUMPSEQUENCE
BWFP.CW.SYSENABLE
BWFP.DHW.DHWS
BWFP.EF.EF01.OVERRIDE
BWFP.EF.EF01.Start Stop
BWFP.EF.EF01.STATUS
BWFP.EF.EF02.OVERRIDE
BWFP.EF.EF02.Start Stop
BWFP.EF.EF02.STATUS
BWFP.EF.EF03.Start Stop
BWFP.EF.EF03.STATUS
BWFP.EF.EF05.Start Stop
BWFP.EF.EF05.STATUS
BWFP.EF.EF06.Start Stop
BWFP.EF.EF06.STATUS
BWFP.EF.EF08.OVERRIDE
BWFP.EF.EF08.Start Stop
BWFP.EF.EF08.STATUS
BWFP.FC1.VFD Frequency
BWFP.FC1.VFD:CURRENT
BWFP.FC1.VFD:DRIVE KWH
BWFP.FC1.VFD:ENA.DIS ACT
BWFP.FC1.VFD:HANDAUTO ACT
BWFP.FC1.VFD:OK.FAULT
BWFP.FC1.VFD:PCT OUTPUT
BWFP.FC1.VFD:POWER
BWFP.FC1.VFD:RST RUN TIME
BWFP.FC1.VFD:SPEED
BWFP.FC1.VFD:TORQUE
BWFP.HEF01.ERR
BWFP.HEF01.ESPOUT
BWFP.HEF01.Exhaust Static Pressure
BWFP.HEF01.HLCV
BWFP.HEF01.HLPV
BWFP.HEF01.LLCV
BWFP.HEF01.LLPV
BWFP.HEF01.Speed
BWFP.HEF01.SPEEDO
BWFP.HEF01.SPO
BWFP.HEF01.SPS
BWFP.HEF01.ST
BWFP.HEF01.Start Stop
BWFP.HEF01.STATUS
BWFP.HEF01.TC
BWFP.HEF01.VFD Frequency
BWFP.HEF01.VFD:CURRENT
BWFP.HEF01.VFD:DRIVE KWH
BWFP.HEF01.VFD:ENA.DIS ACT
BWFP.HEF01.VFD:HANDAUTO ACT
BWFP.HEF01.VFD:OK.FAULT
BWFP.HEF01.VFD:PCT OUTPUT
BWFP.HEF01.VFD:POWER
BWFP.HEF01.VFD:RST RUN TIME
BWFP.HEF01.VFD:SPEED
BWFP.HHW.1ST STAGE
BWFP.HHW.1ST TO 2ND FLAG
BWFP.HHW.1ST TO 2ND TIMER
BWFP.HHW.2ND STAGE
BWFP.HHW.2ND TO 1ST FLAG
BWFP.HHW.2ND TO 1ST TIMER
BWFP.HHW.2PUMPREQ
BWFP.HHW.AHU01.DEMAND
BWFP.HHW.AHU01.End of Line Diff Pressure
BWFP.HHW.ALARMENABLE
BWFP.HHW.AVAILABLE
BWFP.HHW.Building Hot Water FlowOK
BWFP.HHW.Building Hot Water FlowSW
BWFP.HHW.Building Hot Water Return Temp
BWFP.HHW.Building Hot Water Supply Temp
BWFP.HHW.EDB
BWFP.HHW.Enable
BWFP.HHW.EOLDPAVG
BWFP.HHW.EOLDPO
BWFP.HHW.EOLDPS
BWFP.HHW.ERR
BWFP.HHW.HCO
BWFP.HHW.HCO CLOSED DISABLE
BWFP.HHW.HCO CLOSED FLAG
BWFP.HHW.HCO CLOSED TIMER
BWFP.HHW.HCO OPEN ENABLE
BWFP.HHW.HCO OPEN FLAG
BWFP.HHW.HCO OPEN TIMER
BWFP.HHW.HLCV
BWFP.HHW.HLPV
BWFP.HHW.HWSO
BWFP.HHW.HWSP
BWFP.HHW.HX
BWFP.HHW.HX 1/10
BWFP.HHW.HX 1/10O
BWFP.HHW.HX 42379
BWFP.HHW.HX 42623
BWFP.HHW.HX 9/10
BWFP.HHW.HX 9/10O
BWFP.HHW.HXO
BWFP.HHW.HXO FLAG
BWFP.HHW.LAG1PUMP
BWFP.HHW.LAG1PUMPALARM
BWFP.HHW.LEADPUMP
BWFP.HHW.LEADPUMPALARM
BWFP.HHW.LLCV
BWFP.HHW.LLPV
BWFP.HHW.Outside Air Temp
BWFP.HHW.PUMP1.Speed
BWFP.HHW.PUMP1.SPEEDO
BWFP.HHW.PUMP1.Start Stop
BWFP.HHW.PUMP1.STATUS
BWFP.HHW.PUMP1ALARM
BWFP.HHW.PUMP2.Speed
BWFP.HHW.PUMP2.SPEEDO
BWFP.HHW.PUMP2.Start Stop
BWFP.HHW.PUMP2.STATUS
BWFP.HHW.PUMP2ALARM
BWFP.HHW.PUMPENABLE
BWFP.HHW.PUMPSEQUENCE
BWFP.HHW.PUMPSPEED
BWFP.HHW.PUMPWRLS
BWFP.HHW.SP HIGH
BWFP.HHW.SP LOW
BWFP.HHW.ST
BWFP.HHW.STEAMFLOW
BWFP.HHW.STEAMFLOWOUT
BWFP.HHW.STEAMPSI
BWFP.HHW.STEAMTEMP
BWFP.HHW.TC
BWFP.HHW.TEMPEDB
BWFP.HHW.TEMPERR
BWFP.HHW.TEMPHLCV
BWFP.HHW.TEMPHLPV
BWFP.HHW.TEMPLLCV
BWFP.HHW.TEMPLLPV
BWFP.HHW.TEMPST
BWFP.HHW.TEMPTC
BWFP.HHW.VAV.DEMAND
BWFP.HHW.VAV.HCO
BWFP.HHW.VAV1.End of Line Diff Pressure
BWFP.HHW.VAVO CLOSED DISABLE
BWFP.HHW.VAVO CLOSED FLAG
BWFP.HHW.VAVO CLOSED TIMER
BWFP.HHW.VAVO OPEN ENABLE
BWFP.HHW.VAVO OPEN FLAG
BWFP.HHW.VAVO OPEN TIMER
BWFP.HWP1.VFD Frequency
BWFP.HWP1.VFD:CURRENT
BWFP.HWP1.VFD:DAY.NIGHT
BWFP.HWP1.VFD:DRIVE KWH
BWFP.HWP1.VFD:ENA.DIS ACT
BWFP.HWP1.VFD:OK.FAULT
BWFP.HWP1.VFD:PCT OUTPUT
BWFP.HWP1.VFD:POWER
BWFP.HWP1.VFD:SPEED
BWFP.HWP2.VFD Frequency
BWFP.HWP2.VFD:CURRENT
BWFP.HWP2.VFD:DRIVE KWH
BWFP.HWP2.VFD:ENA.DIS ACT
BWFP.HWP2.VFD:HANDAUTO ACT
BWFP.HWP2.VFD:OK.FAULT
BWFP.HWP2.VFD:PCT OUTPUT
BWFP.HWP2.VFD:POWER
BWFP.HWP2.VFD:RST RUN TIME
BWFP.HWP2.VFD:SPEED
BWFP.MAXDMPR
BWFP.Outside Air Temp
BWFP.PXCM02.Outside Air Temp Virtual
BWFP.RAIN.DRAINSETPT
BWFP.RAIN.EMPTYTANK
BWFP.RAIN.EMPTYTANKSP
BWFP.RAIN.FULLTANK
BWFP.RAIN.FULLTANKSP
BWFP.RAIN.HIALARM
BWFP.RAIN.LEVEL ALM STPT
BWFP.RAIN.LEVEL WARNING STPT
BWFP.RAIN.LOALARM
BWFP.RAIN.QTY
BWFP.RAIN.STORMVALVE
BWFP.RAIN.TANK LVL B4_1
BWFP.RAIN.TANK LVL B4_2
BWFP.RAIN.TANK LVL B4_3
BWFP.RAIN.TANK LVL B4_4
BWFP.RAIN.TANK RATE DECLINE_1
BWFP.RAIN.TANK RATE DECLINE_2
BWFP.RAIN.TANK RATE DECLINE_3
BWFP.RAIN.TANK RATE DECLINE_4
BWFP.RAIN.TANKLEVEL
BWFP.RAIN.TANKLEVEL AVG
BWFP.RAIN.TANKLEVEL CALC
BWFP.RAIN.TANKLEVEL PSI
BWFP.RAIN.TANKSETPT
BWFP.RAIN.WATER USE ALARM
BWFP.RAIN.WATER USE WARNING
BWFP.RB1.OVERRIDE
BWFP.RB1.Proof
BWFP.RB1.Start Stop
BWFP.REF01.Start Stop
BWFP.REF01.STATUS
BWFP.RM1100.Building Static Pressure
BWFP.RM1101.Building Static Pressure
BWFP.RM1101.CO2
BWFP.RM1101.Return Air Damper Position
BWFP.RM1102.Zone Air Temp
BWFP.RM1104.CO2
BWFP.RM1105.CO2
BWFP.RM1106.CO2
BWFP.RM1107.CO2
BWFP.RM1109.CO2
BWFP.RM1109.CO2ALM
BWFP.RM1109.CO2HILVL
BWFP.RM1109.CO2LOLVL
BWFP.RM1109.LIGHT
BWFP.RM1109.OATOK
BWFP.RM1109.Outside Air Damper Position
BWFP.RM1109.Outside Air Damper Position.STATUS
BWFP.RM1109.PURGE ENABLE
BWFP.RM1109.RMTOK
BWFP.RM1109.VACPURGE
BWFP.RM1109A.CO2
BWFP.RM1110.CO2
BWFP.RM1130B.Zone Air Temp
BWFP.RM1201.CO2
BWFP.RM1201.CO2ALM
BWFP.RM1201.CO2HILVL
BWFP.RM1201.CO2LOLVL
BWFP.RM1201.LIGHT
BWFP.RM1201.OATOK
BWFP.RM1201.RMTOK
BWFP.RM1201.SAD
BWFP.RM1201.SAD.STATUS
BWFP.RM1201.VACPURGE
BWFP.RM1202.CO2
BWFP.RM1203.CO2
BWFP.RM1205.CO2
BWFP.RM1205H:AI1 DP TRANS
BWFP.RM1205H:AO2 FLOW SIG
BWFP.RM1205H:AO2 RANGE
BWFP.RM1205H:CTRL LOOPOUT
BWFP.RM1205H:DO1 SUP
BWFP.RM1205H:DO2 EXH
BWFP.RM1205H:EMER ALM
BWFP.RM1205H:EXH FLOW
BWFP.RM1205H:FACE AREA
BWFP.RM1205H:FACE VEL
BWFP.RM1205H:FLOW STPT
BWFP.RM1205H:FVEL STPT
BWFP.RM1205H:GEN FAILURE
BWFP.RM1205H:HIGH ALM
BWFP.RM1205H:LAMP TEST
BWFP.RM1205H:LOW ALM
BWFP.RM1205H:SASH OP ALRT
BWFP.RM1205H:VERT SASH1
BWFP.RM1206.Zone Air Temp
BWFP.RM1208.CO2
BWFP.RM1208.CO2ALM
BWFP.RM1208.CO2HILVL
BWFP.RM1208.CO2LOLVL
BWFP.RM1208.LIGHT
BWFP.RM1208.SAD
BWFP.RM1208.SAD.STATUS
BWFP.RM1209.OCC
BWFP.RM1209.OCCPURGE
BWFP.RM1210.CO2
BWFP.RM1210.CO2ALM
BWFP.RM1210.CO2HILVL
BWFP.RM1210.CO2LOLVL
BWFP.RM1210.LIGHT
BWFP.RM1210.SAD
BWFP.RM1210.SAD.STATUS
BWFP.RM1211.CO2
BWFP.RM1211.CO2ALM
BWFP.RM1211.CO2HILVL
BWFP.RM1211.CO2LOLVL
BWFP.RM1211.EAD
BWFP.RM1211.LIGHT
BWFP.RM1211.SAD
BWFP.RM1211.SAD.STATUS
BWFP.RM1212.CO2
BWFP.RM1212.CO2ALM
BWFP.RM1212.CO2HILVL
BWFP.RM1212.CO2LOLVL
BWFP.RM1212.LIGHT
BWFP.RM1212.SAD
BWFP.RM1212.SAD.STATUS
BWFP.RO1.ALARM
BWFP.RO1.Proof
BWFP.TFS1.ALARM
BWFP.THW.1ST STAGE
BWFP.THW.1ST TO 2ND FLAG
BWFP.THW.1ST TO 2ND TIMER
BWFP.THW.2ND STAGE
BWFP.THW.2ND TO 1ST FLAG
BWFP.THW.2ND TO 1ST TIMER
BWFP.THW.2PUMPREQ
BWFP.THW.BYPASS
BWFP.THW.BYPASSO
BWFP.THW.DiffPressStpt
BWFP.THW.EDB
BWFP.THW.Enable
BWFP.THW.EOLDPAVG
BWFP.THW.EOLDPO
BWFP.THW.EOLDPS
BWFP.THW.ERR
BWFP.THW.HLCV
BWFP.THW.HLPV
BWFP.THW.LAG1PUMP
BWFP.THW.LAG1PUMPALARM
BWFP.THW.LagOffDelay
BWFP.THW.LagOnDelay
BWFP.THW.LEADPUMP
BWFP.THW.LEADPUMPALARM
BWFP.THW.LLCV
BWFP.THW.LLPV
BWFP.THW.MINFLOW
BWFP.THW.MinFlowStpt
BWFP.THW.OVERRIDE
BWFP.THW.PUMPENABLE
BWFP.THW.PUMPSEQUENCE
BWFP.THW.RM1201.End of Line Diff Pressure
BWFP.THW.RM1201.End of Line Diff Pressure Setpoint
BWFP.THW.RM1201.EOLDPEDB
BWFP.THW.RM1201.EOLDPERR
BWFP.THW.RM1201.EOLDPHLCV
BWFP.THW.RM1201.EOLDPHLPV
BWFP.THW.RM1201.EOLDPLLCV
BWFP.THW.RM1201.EOLDPLLPV
BWFP.THW.RM1201.EOLDPST
BWFP.THW.RM1201.EOLDPTC
BWFP.THW.RM1201.SPEEDO
BWFP.THW.ST
BWFP.THW.TC
BWFP.THW.THWP1.Speed
BWFP.THW.THWP1.SPEEDO
BWFP.THW.THWP1.Start Stop
BWFP.THW.THWP1.STATUS
BWFP.THW.THWP1ALARM
BWFP.THW.THWP2.Speed
BWFP.THW.THWP2.SPEEDO
BWFP.THW.THWP2.Start Stop
BWFP.THW.THWP2.STATUS
BWFP.THW.THWP2ALARM
BWFP.THW.THWR
BWFP.THW.THWS
BWFP.THW.THWSEDB
BWFP.THW.THWSERR
BWFP.THW.THWSHLCV
BWFP.THW.THWSHLPV
BWFP.THW.THWSLLCV
BWFP.THW.THWSLLPV
BWFP.THW.THWSO
BWFP.THW.THWSP
BWFP.THW.THWSST
BWFP.THW.THWSSTPT
BWFP.THW.THWSTC
BWFP.THWP1.VFD Frequency
BWFP.THWP1.VFD:CURRENT
BWFP.THWP1.VFD:DRIVE KWH
BWFP.THWP1.VFD:ENA.DIS ACT
BWFP.THWP1.VFD:HANDAUTO ACT
BWFP.THWP1.VFD:OK.FAULT
BWFP.THWP1.VFD:PCT OUTPUT
BWFP.THWP1.VFD:POWER
BWFP.THWP1.VFD:SPEED
BWFP.THWP2.VFD Frequency
BWFP.THWP2.VFD:CURRENT
BWFP.THWP2.VFD:DRIVE KWH
BWFP.THWP2.VFD:ENA.DIS ACT
BWFP.THWP2.VFD:HANDAUTO ACT
BWFP.THWP2.VFD:OK.FAULT
BWFP.THWP2.VFD:PCT OUTPUT
BWFP.THWP2.VFD:POWER
BWFP.THWP2.VFD:SPEED
BWFP.TOTALEXHFLOW
BWFP.USG1.ALARM
BWFP.VAVOCC
BWFP.VENTCO2HILVLSTPT
BWFP.VP1.ALARM
BWFP.ZONE.AHU01.RM1100.Day Night
BWFP.ZONE.AHU01.RM1100.Heat Cool
BWFP.ZONE.AHU01.RM1100.Zone Air Temp
BWFP.ZONE.AHU01.RM1100.Zone Supply Air Flow
BWFP.ZONE.AHU01.RM1100:AUX TEMP
BWFP.ZONE.AHU01.RM1100:CAL AIR
BWFP.ZONE.AHU01.RM1100:CLG LOOPOUT
BWFP.ZONE.AHU01.RM1100:CTL FLOW MAX
BWFP.ZONE.AHU01.RM1100:CTL FLOW MIN
BWFP.ZONE.AHU01.RM1100:CTL STPT
BWFP.ZONE.AHU01.RM1100:CTL TEMP
BWFP.ZONE.AHU01.RM1100:DI OVRD SW
BWFP.ZONE.AHU01.RM1100:DMPR COMD
BWFP.ZONE.AHU01.RM1100:DMPR POS
BWFP.ZONE.AHU01.RM1100:DUCT AREA
BWFP.ZONE.AHU01.RM1100:FLOW
BWFP.ZONE.AHU01.RM1100:NGT OVRD
BWFP.ZONE.AHU01.RM1100:RM STPT DIAL
BWFP.ZONE.AHU01.RM1100:RM STPT MAX
BWFP.ZONE.AHU01.RM1100:RM STPT MIN
BWFP.ZONE.AHU01.RM1100:STPT DIAL
BWFP.ZONE.AHU01.RM1100:VLV1 COMD
BWFP.ZONE.AHU01.RM1101.Day Night
BWFP.ZONE.AHU01.RM1101.Heat Cool
BWFP.ZONE.AHU01.RM1101.Zone Air Temp
BWFP.ZONE.AHU01.RM1101.Zone Supply Air Flow
BWFP.ZONE.AHU01.RM1101:AUX TEMP
BWFP.ZONE.AHU01.RM1101:CAL AIR
BWFP.ZONE.AHU01.RM1101:CTL STPT
BWFP.ZONE.AHU01.RM1101:CTL TEMP
BWFP.ZONE.AHU01.RM1101:DI OVRD SW
BWFP.ZONE.AHU01.RM1101:DMPR COMD
BWFP.ZONE.AHU01.RM1101:FLOW
BWFP.ZONE.AHU01.RM1101:FLOW STPT
BWFP.ZONE.AHU01.RM1101:NGT OVRD
BWFP.ZONE.AHU01.RM1101:RM STPT DIAL
BWFP.ZONE.AHU01.RM1101:STPT DIAL
BWFP.ZONE.AHU01.RM1101:VLV1 COMD
BWFP.ZONE.AHU01.RM1101:VLV1 POS
BWFP.ZONE.AHU01.RM1104H:AI1 DP TRANS
BWFP.ZONE.AHU01.RM1104H:AO2 FLOW SIG
BWFP.ZONE.AHU01.RM1104H:CTRL LOOPOUT
BWFP.ZONE.AHU01.RM1104H:DO1 SUP
BWFP.ZONE.AHU01.RM1104H:DO2 EXH
BWFP.ZONE.AHU01.RM1104H:EMER ALM
BWFP.ZONE.AHU01.RM1104H:EXH FLOW
BWFP.ZONE.AHU01.RM1104H:FACE VEL
BWFP.ZONE.AHU01.RM1104H:FLOW STPT
BWFP.ZONE.AHU01.RM1104H:FVEL STPT
BWFP.ZONE.AHU01.RM1104H:LAMP TEST
BWFP.ZONE.AHU01.RM1104H:LOW ALM
BWFP.ZONE.AHU01.RM1104H:SASH OP ALRT
BWFP.ZONE.AHU01.RM1104H:VERT SASH1
BWFP.ZONE.AHU01.RM1104S.Zone Air Temp
BWFP.ZONE.AHU01.RM1104S.Zone Air Temp Setpoint
BWFP.ZONE.AHU01.RM1104S:CTL STPT
BWFP.ZONE.AHU01.RM1104S:CTL TEMP
BWFP.ZONE.AHU01.RM1104S:GEX AIR VOL
BWFP.ZONE.AHU01.RM1104S:GEX DMPR CMD
BWFP.ZONE.AHU01.RM1104S:GEX FLO STPT
BWFP.ZONE.AHU01.RM1104S:HOOD SIG AI3
BWFP.ZONE.AHU01.RM1104S:HOOD VOL
BWFP.ZONE.AHU01.RM1104S:NET OCC CMD
BWFP.ZONE.AHU01.RM1104S:OCC.UNOCC
BWFP.ZONE.AHU01.RM1104S:OTHER EXH
BWFP.ZONE.AHU01.RM1104S:OTHER SUP
BWFP.ZONE.AHU01.RM1104S:REHEAT AO1
BWFP.ZONE.AHU01.RM1104S:SUP AIR VOL
BWFP.ZONE.AHU01.RM1104S:SUP DMPR CMD
BWFP.ZONE.AHU01.RM1104S:SUP FLO STPT
BWFP.ZONE.AHU01.RM1104S:TOTL EXHAUST
BWFP.ZONE.AHU01.RM1104S:TOTL SUPPLY
BWFP.ZONE.AHU01.RM1104S:VALVE CMD
BWFP.ZONE.AHU01.RM1104S:VOL DIF STPT
BWFP.ZONE.AHU01.RM1104S:VOL DIFFRNC
BWFP.ZONE.AHU01.RM1106.Day Night
BWFP.ZONE.AHU01.RM1106.Heat Cool
BWFP.ZONE.AHU01.RM1106.Zone Air Temp
BWFP.ZONE.AHU01.RM1106.Zone Supply Air Flow
BWFP.ZONE.AHU01.RM1106:AUX TEMP
