TAPS.AHU.AHU01.AHRUN
TAPS.HHW.BOILER.ALARM
TAPS.HHW.BOILER.Start Stop
TAPS.HHW.Building Hot Water FlowSW
TAPS.HHW.Building Hot Water Return Temp
TAPS.HHW.Building Hot Water Supply Temp
TAPS.HHW.MAXVAVHWV
TAPS.HHW.PUMP1.Start Stop
TAPS.HHW.SYSTEM
TAPS.MON.EMER GEN
TAPS.MON.FUEL OIL
TAPS.MON.GAS METER
TAPS.MON.WATER METER
TAPS.Outside Air Temp
TAPS.ZONE.AHU01.RM1024.Day Night
TAPS.ZONE.AHU01.RM1024.Heat Cool
TAPS.ZONE.AHU01.RM1024.Zone Air Temp
TAPS.ZONE.AHU01.RM1024.Zone Supply Air Flow
TAPS.ZONE.AHU01.RM1024:CTL STPT
TAPS.ZONE.AHU01.RM1024:CTL TEMP
TAPS.ZONE.AHU01.RM1024:DMPR COMD
TAPS.ZONE.AHU01.RM1024:DMPR POS
TAPS.ZONE.AHU01.RM1024:VLV1 COMD
TAPS.ZONE.AHU01.RM1024:VLV1 POS
TAPS.ZONE.AHU01.RM1026E.Day Night
TAPS.ZONE.AHU01.RM1026E.Heat Cool
TAPS.ZONE.AHU01.RM1026E.Zone Air Temp
TAPS.ZONE.AHU01.RM1026E.Zone Supply Air Flow
TAPS.ZONE.AHU01.RM1026E:CTL STPT
TAPS.ZONE.AHU01.RM1026E:CTL TEMP
TAPS.ZONE.AHU01.RM1026E:DMPR COMD
TAPS.ZONE.AHU01.RM1026E:DMPR POS
TAPS.ZONE.AHU01.RM1026E:VLV1 COMD
TAPS.ZONE.AHU01.RM1026E:VLV1 POS
TAPS.ZONE.AHU01.RM1026W.Day Night
TAPS.ZONE.AHU01.RM1026W.Heat Cool
TAPS.ZONE.AHU01.RM1026W.Zone Air Temp
TAPS.ZONE.AHU01.RM1026W.Zone Supply Air Flow
TAPS.ZONE.AHU01.RM1026W:CTL STPT
TAPS.ZONE.AHU01.RM1026W:CTL TEMP
TAPS.ZONE.AHU01.RM1026W:DMPR COMD
TAPS.ZONE.AHU01.RM1026W:DMPR POS
TAPS.ZONE.AHU01.RM1026W:VLV1 COMD
TAPS.ZONE.AHU01.RM1026W:VLV1 POS
TAPS.ZONE.AHU02.RM1031.Day Night
TAPS.ZONE.AHU02.RM1031.Heat Cool
TAPS.ZONE.AHU02.RM1031.Zone Air Temp
TAPS.ZONE.AHU02.RM1031.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1031:CTL STPT
TAPS.ZONE.AHU02.RM1031:CTL TEMP
TAPS.ZONE.AHU02.RM1031:DMPR COMD
TAPS.ZONE.AHU02.RM1031:DMPR POS
TAPS.ZONE.AHU02.RM1031:VLV1 COMD
TAPS.ZONE.AHU02.RM1031:VLV1 POS
TAPS.ZONE.AHU02.RM1041.Day Night
TAPS.ZONE.AHU02.RM1041.Heat Cool
TAPS.ZONE.AHU02.RM1041.Zone Air Temp
TAPS.ZONE.AHU02.RM1041.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1041:CTL STPT
TAPS.ZONE.AHU02.RM1041:CTL TEMP
TAPS.ZONE.AHU02.RM1041:DMPR COMD
TAPS.ZONE.AHU02.RM1041:DMPR POS
TAPS.ZONE.AHU02.RM1041:VLV1 COMD
TAPS.ZONE.AHU02.RM1041:VLV1 POS
TAPS.ZONE.AHU02.RM1048.Day Night
TAPS.ZONE.AHU02.RM1048.Heat Cool
TAPS.ZONE.AHU02.RM1048.Zone Air Temp
TAPS.ZONE.AHU02.RM1048.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1048:CTL STPT
TAPS.ZONE.AHU02.RM1048:CTL TEMP
TAPS.ZONE.AHU02.RM1048:DMPR COMD
TAPS.ZONE.AHU02.RM1048:DMPR POS
TAPS.ZONE.AHU02.RM1048:VLV1 COMD
TAPS.ZONE.AHU02.RM1048:VLV1 POS
TAPS.ZONE.AHU02.RM1051.Day Night
TAPS.ZONE.AHU02.RM1051.Heat Cool
TAPS.ZONE.AHU02.RM1051.Zone Air Temp
TAPS.ZONE.AHU02.RM1051.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1051:CTL STPT
TAPS.ZONE.AHU02.RM1051:CTL TEMP
TAPS.ZONE.AHU02.RM1051:DMPR COMD
TAPS.ZONE.AHU02.RM1051:DMPR POS
TAPS.ZONE.AHU02.RM1051:VLV1 COMD
TAPS.ZONE.AHU02.RM1051:VLV1 POS
TAPS.ZONE.AHU02.RM1058.Day Night
TAPS.ZONE.AHU02.RM1058.Heat Cool
TAPS.ZONE.AHU02.RM1058.Zone Air Temp
TAPS.ZONE.AHU02.RM1058.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1058:CTL STPT
TAPS.ZONE.AHU02.RM1058:CTL TEMP
TAPS.ZONE.AHU02.RM1058:DMPR COMD
TAPS.ZONE.AHU02.RM1058:DMPR POS
TAPS.ZONE.AHU02.RM1058:VLV1 COMD
TAPS.ZONE.AHU02.RM1058:VLV1 POS
TAPS.ZONE.AHU02.RM1062.Day Night
TAPS.ZONE.AHU02.RM1062.Heat Cool
TAPS.ZONE.AHU02.RM1062.Zone Air Temp
TAPS.ZONE.AHU02.RM1062.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1062:CTL STPT
TAPS.ZONE.AHU02.RM1062:CTL TEMP
TAPS.ZONE.AHU02.RM1062:DMPR COMD
TAPS.ZONE.AHU02.RM1062:DMPR POS
TAPS.ZONE.AHU02.RM1062:VLV1 COMD
TAPS.ZONE.AHU02.RM1062:VLV1 POS
TAPS.ZONE.AHU02.RM1064.Day Night
TAPS.ZONE.AHU02.RM1064.Heat Cool
TAPS.ZONE.AHU02.RM1064.Zone Air Temp
TAPS.ZONE.AHU02.RM1064.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1064:CTL STPT
TAPS.ZONE.AHU02.RM1064:CTL TEMP
TAPS.ZONE.AHU02.RM1064:DMPR COMD
TAPS.ZONE.AHU02.RM1064:DMPR POS
TAPS.ZONE.AHU02.RM1064:VLV1 COMD
TAPS.ZONE.AHU02.RM1064:VLV1 POS
TAPS.ZONE.AHU02.RM1075.Day Night
TAPS.ZONE.AHU02.RM1075.Heat Cool
TAPS.ZONE.AHU02.RM1075.Zone Air Temp
TAPS.ZONE.AHU02.RM1075.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1075:CTL STPT
TAPS.ZONE.AHU02.RM1075:CTL TEMP
TAPS.ZONE.AHU02.RM1075:DMPR COMD
TAPS.ZONE.AHU02.RM1075:DMPR POS
TAPS.ZONE.AHU02.RM1075:VLV1 COMD
TAPS.ZONE.AHU02.RM1075:VLV1 POS
TAPS.ZONE.AHU02.RM1076.Day Night
TAPS.ZONE.AHU02.RM1076.Heat Cool
TAPS.ZONE.AHU02.RM1076.Zone Air Temp
TAPS.ZONE.AHU02.RM1076.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1076:CTL STPT
TAPS.ZONE.AHU02.RM1076:CTL TEMP
TAPS.ZONE.AHU02.RM1076:DMPR COMD
TAPS.ZONE.AHU02.RM1076:DMPR POS
TAPS.ZONE.AHU02.RM1076:VLV1 COMD
TAPS.ZONE.AHU02.RM1076:VLV1 POS
TAPS.ZONE.AHU02.RM1079.Day Night
TAPS.ZONE.AHU02.RM1079.Heat Cool
TAPS.ZONE.AHU02.RM1079.Zone Air Temp
TAPS.ZONE.AHU02.RM1079.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1079:CTL STPT
TAPS.ZONE.AHU02.RM1079:CTL TEMP
TAPS.ZONE.AHU02.RM1079:DMPR COMD
TAPS.ZONE.AHU02.RM1079:DMPR POS
TAPS.ZONE.AHU02.RM1079:VLV1 COMD
TAPS.ZONE.AHU02.RM1079:VLV1 POS
TAPS.ZONE.AHU02.RM1080.Day Night
TAPS.ZONE.AHU02.RM1080.Heat Cool
TAPS.ZONE.AHU02.RM1080.Zone Air Temp
TAPS.ZONE.AHU02.RM1080.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1080:CTL STPT
TAPS.ZONE.AHU02.RM1080:CTL TEMP
TAPS.ZONE.AHU02.RM1080:DMPR COMD
TAPS.ZONE.AHU02.RM1080:DMPR POS
TAPS.ZONE.AHU02.RM1080:VLV1 COMD
TAPS.ZONE.AHU02.RM1080:VLV1 POS
TAPS.ZONE.AHU02.RM1080A.Day Night
TAPS.ZONE.AHU02.RM1080A.Heat Cool
TAPS.ZONE.AHU02.RM1080A.Zone Air Temp
TAPS.ZONE.AHU02.RM1080A.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1080A:CTL STPT
TAPS.ZONE.AHU02.RM1080A:CTL TEMP
TAPS.ZONE.AHU02.RM1080A:DMPR COMD
TAPS.ZONE.AHU02.RM1080A:DMPR POS
TAPS.ZONE.AHU02.RM1080A:VLV1 COMD
TAPS.ZONE.AHU02.RM1080A:VLV1 POS
TAPS.ZONE.AHU02.RM1080B.Day Night
TAPS.ZONE.AHU02.RM1080B.Heat Cool
TAPS.ZONE.AHU02.RM1080B.Zone Air Temp
TAPS.ZONE.AHU02.RM1080B.Zone Supply Air Flow
TAPS.ZONE.AHU02.RM1080B:CTL STPT
TAPS.ZONE.AHU02.RM1080B:CTL TEMP
TAPS.ZONE.AHU02.RM1080B:DMPR COMD
TAPS.ZONE.AHU02.RM1080B:DMPR POS
TAPS.ZONE.AHU02.RM1080B:VLV1 COMD
TAPS.ZONE.AHU02.RM1080B:VLV1 POS
TAPS.ZONE.AHU03.RM1000N.Day Night
TAPS.ZONE.AHU03.RM1000N.Heat Cool
TAPS.ZONE.AHU03.RM1000N.Zone Air Temp
TAPS.ZONE.AHU03.RM1000N.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1000N:CTL STPT
TAPS.ZONE.AHU03.RM1000N:CTL TEMP
TAPS.ZONE.AHU03.RM1000N:DMPR COMD
TAPS.ZONE.AHU03.RM1000N:DMPR POS
TAPS.ZONE.AHU03.RM1000N:VLV1 COMD
TAPS.ZONE.AHU03.RM1000N:VLV1 POS
TAPS.ZONE.AHU03.RM1000S.Day Night
TAPS.ZONE.AHU03.RM1000S.Heat Cool
TAPS.ZONE.AHU03.RM1000S.Zone Air Temp
TAPS.ZONE.AHU03.RM1000S.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1000S:CTL STPT
TAPS.ZONE.AHU03.RM1000S:CTL TEMP
TAPS.ZONE.AHU03.RM1000S:DMPR COMD
TAPS.ZONE.AHU03.RM1000S:DMPR POS
TAPS.ZONE.AHU03.RM1000S:VLV1 COMD
TAPS.ZONE.AHU03.RM1000S:VLV1 POS
TAPS.ZONE.AHU03.RM1005.Day Night
TAPS.ZONE.AHU03.RM1005.Heat Cool
TAPS.ZONE.AHU03.RM1005.Zone Air Temp
TAPS.ZONE.AHU03.RM1005.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1005:CTL STPT
TAPS.ZONE.AHU03.RM1005:CTL TEMP
TAPS.ZONE.AHU03.RM1005:DMPR COMD
TAPS.ZONE.AHU03.RM1005:DMPR POS
TAPS.ZONE.AHU03.RM1005:VLV1 COMD
TAPS.ZONE.AHU03.RM1005:VLV1 POS
TAPS.ZONE.AHU03.RM1011.Day Night
TAPS.ZONE.AHU03.RM1011.Heat Cool
TAPS.ZONE.AHU03.RM1011.Zone Air Temp
TAPS.ZONE.AHU03.RM1011.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1011:CTL STPT
TAPS.ZONE.AHU03.RM1011:CTL TEMP
TAPS.ZONE.AHU03.RM1011:DMPR COMD
TAPS.ZONE.AHU03.RM1011:DMPR POS
TAPS.ZONE.AHU03.RM1011:VLV1 COMD
TAPS.ZONE.AHU03.RM1011:VLV1 POS
TAPS.ZONE.AHU03.RM1013.Day Night
TAPS.ZONE.AHU03.RM1013.Heat Cool
TAPS.ZONE.AHU03.RM1013.Zone Air Temp
TAPS.ZONE.AHU03.RM1013.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1013:CTL STPT
TAPS.ZONE.AHU03.RM1013:CTL TEMP
TAPS.ZONE.AHU03.RM1013:DMPR COMD
TAPS.ZONE.AHU03.RM1013:DMPR POS
TAPS.ZONE.AHU03.RM1013:VLV1 COMD
TAPS.ZONE.AHU03.RM1013:VLV1 POS
TAPS.ZONE.AHU03.RM1017.Day Night
TAPS.ZONE.AHU03.RM1017.Heat Cool
TAPS.ZONE.AHU03.RM1017.Zone Air Temp
TAPS.ZONE.AHU03.RM1017.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1017:CTL STPT
TAPS.ZONE.AHU03.RM1017:CTL TEMP
TAPS.ZONE.AHU03.RM1017:DMPR COMD
TAPS.ZONE.AHU03.RM1017:DMPR POS
TAPS.ZONE.AHU03.RM1017:VLV1 COMD
TAPS.ZONE.AHU03.RM1017:VLV1 POS
TAPS.ZONE.AHU03.RM1018.Day Night
TAPS.ZONE.AHU03.RM1018.Heat Cool
TAPS.ZONE.AHU03.RM1018.Zone Air Temp
TAPS.ZONE.AHU03.RM1018.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM1018:CTL STPT
TAPS.ZONE.AHU03.RM1018:CTL TEMP
TAPS.ZONE.AHU03.RM1018:DMPR COMD
TAPS.ZONE.AHU03.RM1018:DMPR POS
TAPS.ZONE.AHU03.RM1018:VLV1 COMD
TAPS.ZONE.AHU03.RM1018:VLV1 POS
TAPS.ZONE.AHU03.RM2002N.Day Night
TAPS.ZONE.AHU03.RM2002N.Heat Cool
TAPS.ZONE.AHU03.RM2002N.Zone Air Temp
TAPS.ZONE.AHU03.RM2002N.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM2002N:CTL STPT
TAPS.ZONE.AHU03.RM2002N:CTL TEMP
TAPS.ZONE.AHU03.RM2002N:DMPR COMD
TAPS.ZONE.AHU03.RM2002N:DMPR POS
TAPS.ZONE.AHU03.RM2002N:VLV1 COMD
TAPS.ZONE.AHU03.RM2002N:VLV1 POS
TAPS.ZONE.AHU03.RM2002S.Day Night
TAPS.ZONE.AHU03.RM2002S.Heat Cool
TAPS.ZONE.AHU03.RM2002S.Zone Air Temp
TAPS.ZONE.AHU03.RM2002S.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM2002S:CTL STPT
TAPS.ZONE.AHU03.RM2002S:CTL TEMP
TAPS.ZONE.AHU03.RM2002S:DMPR COMD
TAPS.ZONE.AHU03.RM2002S:DMPR POS
TAPS.ZONE.AHU03.RM2002S:VLV1 COMD
TAPS.ZONE.AHU03.RM2002S:VLV1 POS
TAPS.ZONE.AHU03.RM2003.Day Night
TAPS.ZONE.AHU03.RM2003.Heat Cool
TAPS.ZONE.AHU03.RM2003.Zone Air Temp
TAPS.ZONE.AHU03.RM2003.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM2003:CTL STPT
TAPS.ZONE.AHU03.RM2003:CTL TEMP
TAPS.ZONE.AHU03.RM2003:DMPR COMD
TAPS.ZONE.AHU03.RM2003:DMPR POS
TAPS.ZONE.AHU03.RM2003:VLV1 COMD
TAPS.ZONE.AHU03.RM2003:VLV1 POS
TAPS.ZONE.AHU03.RM2008.Day Night
TAPS.ZONE.AHU03.RM2008.Heat Cool
TAPS.ZONE.AHU03.RM2008.Zone Air Temp
TAPS.ZONE.AHU03.RM2008.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM2008:CTL STPT
TAPS.ZONE.AHU03.RM2008:CTL TEMP
TAPS.ZONE.AHU03.RM2008:DMPR COMD
TAPS.ZONE.AHU03.RM2008:DMPR POS
TAPS.ZONE.AHU03.RM2008:VLV1 COMD
TAPS.ZONE.AHU03.RM2008:VLV1 POS
TAPS.ZONE.AHU03.RM2013.Day Night
TAPS.ZONE.AHU03.RM2013.Heat Cool
TAPS.ZONE.AHU03.RM2013.Zone Air Temp
TAPS.ZONE.AHU03.RM2013.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM2013:CTL STPT
TAPS.ZONE.AHU03.RM2013:CTL TEMP
TAPS.ZONE.AHU03.RM2013:DMPR COMD
TAPS.ZONE.AHU03.RM2013:DMPR POS
TAPS.ZONE.AHU03.RM2013:VLV1 COMD
TAPS.ZONE.AHU03.RM2013:VLV1 POS
TAPS.ZONE.AHU03.RM2014.Day Night
TAPS.ZONE.AHU03.RM2014.Heat Cool
TAPS.ZONE.AHU03.RM2014.Zone Air Temp
TAPS.ZONE.AHU03.RM2014.Zone Supply Air Flow
TAPS.ZONE.AHU03.RM2014:CTL STPT
TAPS.ZONE.AHU03.RM2014:CTL TEMP
TAPS.ZONE.AHU03.RM2014:DMPR COMD
TAPS.ZONE.AHU03.RM2014:DMPR POS
TAPS.ZONE.AHU03.RM2014:VLV1 COMD
TAPS.ZONE.AHU03.RM2014:VLV1 POS
TAPS.ZONE.AHU03.RM2018.Day Night
TAPS.ZONE.AHU03.RM2018.Heat Cool
