MANN.AC5.HCV
MANN.CB17.ROOM HIGH LITE
MANN.CB17.ROOM TEMP
MANN.CB17.SETPOINT
MANN.CB17.SF.Start Stop
MANN.CB17.Supply Air Temp
MANN.CB17.VRT
MANN.CB18.ALARM OUT
MANN.CB18.COMP.DEFROST
MANN.CB18.COMP.Start Stop
MANN.CB18.COMP.STATUS
MANN.CB18.DISPLAY
MANN.CB18.EXV
MANN.CB18.FAN.STATUS
MANN.CB18.HEAT
MANN.CB18.HGBV
MANN.CB18.HIGH TEMP
MANN.CB18.ROOM HIGH LITE
MANN.CB18.ROOM TEMP
MANN.CB18.SETPOINT
MANN.CB18.SF.Start Stop
MANN.CB18.Supply Air Temp
MANN.CB18.VRT
MANN.CHW.BCHWRSP
MANN.CHW.Bridge Level Bypass Flow
MANN.CHW.BTONS
MANN.CHW.Building Chilled Water Flow
MANN.CHW.Building Chilled Water Return Temp
MANN.CHW.Building Chilled Water Supply Setpoint
MANN.CHW.Building Chilled Water Supply Temp
MANN.CHW.Enable
MANN.CHW.End of Line Diff Pressure Setpoint
MANN.CHW.Loop Chilled Water Diff Pressure
MANN.CHW.Loop Chilled Water Flow
MANN.CHW.Loop Chilled Water Return Temp
MANN.CHW.Loop Chilled Water Supply Temp
MANN.CHW.LOOP FLOW
MANN.CHW.LOOP SUP PSI
MANN.CHW.LTONS
MANN.CHW.OA ENABLE
MANN.CHW.Outside Air Temp
MANN.CHW.PUMP1.Speed
MANN.CHW.PUMP1.Start Stop
MANN.CHW.PUMP2.Speed
MANN.CHW.PUMP2.Start Stop
MANN.CHW.PUMP7.Start Stop
MANN.CHW.PUMP8.Start Stop
MANN.HHW.Building Hot Water Flow
MANN.HHW.Building Hot Water Flow SW
MANN.HHW.Building Hot Water Return Temp
MANN.HHW.Building Hot Water Supply Temp
MANN.HHW.COND FLOW
MANN.HHW.COND TEMP
MANN.HHW.CP1STATUS
MANN.HHW.CP2STATUS
MANN.HHW.Enable
MANN.HHW.End of Line Diff Pressure Setpoint
MANN.HHW.HEX 1_3
MANN.HHW.HEX 2_3
MANN.HHW.HEX VALVE
MANN.HHW.HWSP
MANN.HHW.MBH
MANN.HHW.OA ENABLE
MANN.HHW.OA HIGH
MANN.HHW.OA LOW
MANN.HHW.Outside Air Temp
MANN.HHW.PUMP1.Speed
MANN.HHW.PUMP1.Start Stop
MANN.HHW.PUMP1.STATUS
MANN.HHW.PUMP2.Speed
MANN.HHW.PUMP2.Start Stop
MANN.HHW.PUMP2.STATUS
MANN.HHW.PUMP5.Start Stop
MANN.HHW.PUMP6.Start Stop
MANN.HHW.SP HIGH
MANN.HHW.SP LOW
MANN.HHW.THERMSH
Mann.Lab_AnnualCost
Mann.Lab_Baseline_Modeled_Electricity
Mann.Lab_Baseline_Modeled_Electricity_MonthlyUsage
Mann.Lab_ChilledWater_AnnualUsage
Mann.Lab_ChilledWater_Demand_kBtu
Mann.Lab_ChilledWater_EUI
Mann.Lab_ChilledWater_MonthlyUsage
Mann.Lab_ChilledWater_RolloverCheck
Mann.Lab_Electricity_AnnualUsage
Mann.Lab_Electricity_Demand_kBtu
Mann.Lab_Electricity_EUI
Mann.Lab_Electricity_MonthlyUsage
Mann.Lab_Electricity_RolloverCheck
Mann.Lab_Electricity_RolloverCountMonth
Mann.Lab_Electricity_RolloverCountYear
Mann.Lab_EUI
Mann.Lab_Steam_AnnualUsage
Mann.Lab_Steam_Demand_kBtu
Mann.Lab_Steam_EUI
Mann.Lab_Steam_MonthlyUsage
Mann.Lab_Steam_RolloverCheck
Mann.Lab_Total_Demand
MANN.MAIN.Outside Air Temp
MANN.ZONE.AHU05.RM142.Day Night
MANN.ZONE.AHU05.RM142.Heat Cool
MANN.ZONE.AHU05.RM142.Zone Air Temp
MANN.ZONE.AHU05.RM142:AUX TEMP
MANN.ZONE.AHU05.RM142:CTL STPT
MANN.ZONE.AHU05.RM142:CTL TEMP
MANN.ZONE.AHU05.RM142:FAN
MANN.ZONE.AHU05.RM142:VLV 1 COMD
MANN.ZONE.AHU05.RM142:VLV 2 COMD
MANN.ZONE.AHU05.RM142:ZONE TEMP
MANN.ZONE.AHU05.RM150.Day Night
MANN.ZONE.AHU05.RM150.Heat Cool
MANN.ZONE.AHU05.RM150.Zone Air Temp
MANN.ZONE.AHU05.RM150:AUX TEMP
MANN.ZONE.AHU05.RM150:CTL STPT
MANN.ZONE.AHU05.RM150:CTL TEMP
MANN.ZONE.AHU05.RM150:FAN
MANN.ZONE.AHU05.RM150:VLV 1 COMD
MANN.ZONE.AHU05.RM150:VLV 2 COMD
MANN.ZONE.AHU05.RM150:ZONE TEMP
MANN.ZONE.AHU05.RM151.Day Night
MANN.ZONE.AHU05.RM151.Heat Cool
MANN.ZONE.AHU05.RM151.Zone Air Temp
MANN.ZONE.AHU05.RM151:AUX TEMP
MANN.ZONE.AHU05.RM151:CTL STPT
MANN.ZONE.AHU05.RM151:CTL TEMP
MANN.ZONE.AHU05.RM151:FAN
MANN.ZONE.AHU05.RM151:VLV 1 COMD
MANN.ZONE.AHU05.RM151:VLV 2 COMD
MANN.ZONE.AHU05.RM151:ZONE TEMP
MANN.ZONE.AHU05.RM153.Day Night
MANN.ZONE.AHU05.RM153.Heat Cool
MANN.ZONE.AHU05.RM153.Zone Air Temp
MANN.ZONE.AHU05.RM153:AUX TEMP
MANN.ZONE.AHU05.RM153:CTL STPT
MANN.ZONE.AHU05.RM153:CTL TEMP
MANN.ZONE.AHU05.RM153:FAN
MANN.ZONE.AHU05.RM153:VLV 1 COMD
MANN.ZONE.AHU05.RM153:VLV 2 COMD
MANN.ZONE.AHU05.RM153:ZONE TEMP
MANN.ZONE.AHU06.RM141.Day Night
MANN.ZONE.AHU06.RM141.Heat Cool
MANN.ZONE.AHU06.RM141.Zone Air Temp
MANN.ZONE.AHU06.RM141:AUX TEMP
MANN.ZONE.AHU06.RM141:CTL STPT
MANN.ZONE.AHU06.RM141:CTL TEMP
MANN.ZONE.AHU06.RM141:FAN
MANN.ZONE.AHU06.RM141:VLV 1 COMD
MANN.ZONE.AHU06.RM141:VLV 2 COMD
MANN.ZONE.AHU06.RM141_MIX.Zone Air Temp
MANN.ZONE.AHU06.RM145.Day Night
MANN.ZONE.AHU06.RM145.Heat Cool
MANN.ZONE.AHU06.RM145.Zone Air Temp
MANN.ZONE.AHU06.RM145:AUX TEMP
MANN.ZONE.AHU06.RM145:CTL STPT
MANN.ZONE.AHU06.RM145:CTL TEMP
MANN.ZONE.AHU06.RM145:FAN
MANN.ZONE.AHU06.RM145:VLV 1 COMD
MANN.ZONE.AHU06.RM145:VLV 2 COMD
MANN.ZONE.AHU06.RM145_MIX.Zone Air Temp
MANN.ZONE.AHU06.RM146.Day Night
MANN.ZONE.AHU06.RM146.Heat Cool
MANN.ZONE.AHU06.RM146.Zone Air Temp
MANN.ZONE.AHU06.RM146:AUX TEMP
MANN.ZONE.AHU06.RM146:CTL STPT
MANN.ZONE.AHU06.RM146:CTL TEMP
MANN.ZONE.AHU06.RM146:FAN
MANN.ZONE.AHU06.RM146:VLV 1 COMD
MANN.ZONE.AHU06.RM146:VLV 2 COMD
MANN.ZONE.AHU06.RM146_MIX.Zone Air Temp
MANN.ZONE.AHU06.RM147.Day Night
MANN.ZONE.AHU06.RM147.Heat Cool
MANN.ZONE.AHU06.RM147.Zone Air Temp
MANN.ZONE.AHU06.RM147:AUX TEMP
MANN.ZONE.AHU06.RM147:CTL STPT
MANN.ZONE.AHU06.RM147:CTL TEMP
MANN.ZONE.AHU06.RM147:FAN
MANN.ZONE.AHU06.RM147:VLV 1 COMD
MANN.ZONE.AHU06.RM147:VLV 2 COMD
MANN.ZONE.AHU06.RM149.Zone Air Temp
MANN.ZONE.AHU06.Zone Air Temp
